str_no_string|NO STRING!
str_npc11_kingsupport_2|Certo che lo vorrei! Fatemi vedere le vostre mani, c'è... Aha! Voi avete il 'Marchio dei Re'. Così viene chiamato a Praven. Ho sentito che a Suno viene chiamato la 'Linea dell'Imperatore', ma chiamano tutto in modo differente da quelle parti... In ogni caso, il vostro segno è molto lungo... Direi che voi siete destinato a promulgare leggi! È il vostro destino! Credo di poter recuperare un'antica profezia. Hmm, com'era...
str_npc12_kingsupport_2|Certamente, comandante. Ma se io ho imparato qualcosa nei miei viaggi, è che il popolo di Calradia è pignolo. Tutto dovrà essere fatto come ai tempi del vecchio impero... Anche se solo uno su cento di loro sa leggere le vecchie cronache! I mercanti di Veluca fanno sposare le loro figlie secondo il rito 'imperiale'. I pastori di vacche di Rivacheg preparano il burro 'imperiale'. E, naturalmente, tutti i re devono essere incoronati secondo la legge 'imperiale'.
str_npc13_kingsupport_2|Certo. Inoltre, come impariamo dal racconto di Antaran, quando reclamiamo un trono, non fa mai male comporre un poema epico, recitando i propri atti. Come certamente saprete, mi vanto di essere uno straordinario compositore poetico.
str_npc14_kingsupport_2|Lo vorrei davvero. Penso che voi possiate unire questa terra, e poi saremo in grado di radunare un esercito mai visto in Calradia da molte generazioni... cavalieri Swadian, arcieri Vaegir, lancieri Rhodok, soldati Sarranid, guerrieri Nords, tiratori Khergit... E portarli tutti sulle montagne per sottomettere le terre che oscillano tra i vari sovrani.
str_npc15_kingsupport_2|Lo vorrei. La gente potrebbe dire che voi non avete sangue reale nelle vostre vene. Ma per quel che ho visto, il sangue reale rende tirchi. Re e nobili si fanno fare prestiti o costruiscono in Calradia senza pensare che c'è chi muore di fame dopo un'onesta giornata di lavoro. È la parola che fa di {un uomo/una donna} {un Re/una Regina}, non una discendenza reale.
str_npc16_kingsupport_2|Certo, {mio signore/mia signora}. E per di più, ho servito per molto tempo i signori di questa terra. Forse ho avuto un piccolo ruolo in questi anni, ma credo di sapere cosa vogliano. E dato che conosco i loro segreti non credo che m'impediranno l'accesso alle loro sale, non credete?
str_npc1_kingsupport_2a|Prego, andate avanti...
str_npc2_kingsupport_2a|Prego, continuate...
str_npc3_kingsupport_2a|Prego, continuate...
str_npc4_kingsupport_2a|Certo, lasciate che vi dica tutto su di lui.
str_npc5_kingsupport_2a|Prego, andate avanti...
str_npc6_kingsupport_2a|Splendido.
str_npc7_kingsupport_2a|Bene, si, proverò a mantenere l'ordine...
str_npc8_kingsupport_2a|Abbastanza leale.
str_npc9_kingsupport_2a|Sembra abbastanza sensato...
str_npc10_kingsupport_2a|Certamente, vorrei dare ai miei sudditi tale diritto.
str_npc11_kingsupport_2a|Vedete se riuscite a rievocare questa profezia.
str_npc12_kingsupport_2a|Interessante. Prego andate avanti...
str_npc13_kingsupport_2a|Ebbene sì.
str_npc14_kingsupport_2a|Prego andate avanti...
str_npc15_kingsupport_2a|Ben detto, mio buon uomo.
str_npc16_kingsupport_2a|Interessante... Prego, continuate.
str_npc1_kingsupport_2b|Bene. Abbiamo visto come andò a finire...
str_npc2_kingsupport_2b|Non chiedo il loro supporto, come se non volessero approfittarne.
str_npc3_kingsupport_2b|Non ho intenzione di 'zoppicare' in questo modo.
str_npc4_kingsupport_2b|Non avrò parte in questo
str_npc5_kingsupport_2b|Ho detto di voler diventare {Re/Regina}, non di lasciarmi coinvolgere in tutto questo
str_npc6_kingsupport_2b|Non sono sicuro di poter fare tutto questo.
str_npc7_kingsupport_2b|Penso che forse stai prendendo l'idea della pace del re un po' troppo lontana,
str_npc8_kingsupport_2b|Questa è una condizione abbastanza gravosa
str_npc9_kingsupport_2b|Non sono sicuro che realizzare la vostra idea sia così semplice come pensate 
str_npc10_kingsupport_2b|Hmm. Vorrei pensarci su...
str_npc11_kingsupport_2b|Ehm... meglio se mi riprendo la mano...
str_npc12_kingsupport_2b|Basta signore, non voglio che vengano derise le nostre tradizioni
str_npc13_kingsupport_2b|Hmm. Non sono sicuro di questo.
str_npc14_kingsupport_2b|In realtà, volevo un po' di riposo dopo essere diventato Re...
str_npc15_kingsupport_2b|{Re/Regina} dei Chierichi, forse. Basta con questi discorsi!
str_npc16_kingsupport_2b|Senza offesa, ma non sono sicuro che sia l'approccio migliore
str_npc1_kingsupport_3|Se potessi vagare per le terre un paio di settimane, dicendo alla gente comune che sareste disposto a dare amnistia ai loro parenti come facevano gli imperatori di un tempo... Loro inizierebbero a parlare di voi come l'Imperatore e vi aprirebbero la strada verso il trono. Lo faccio, comandante?
str_npc3_kingsupport_3|Se voi vi prenderete un tale impegno {signore/signora}, credo aiuterebbe molti nobili di questa terra in tempi del genere. Se il vostro scopo è quello di ripristinare il vecchio sistema di Calradia, voi sarete il {re/sovrano} più legittimo a riuscirci. Lasciatemi un paio di settimane, {signore/signora}, e io dirò in giro che voi intendete ripristinare gli antichi diritti.
str_npc4_kingsupport_3|Si, ne ho sentito parlare, infatti, posso immaginarmi la {sua/sua} intera genealogia. Se mi darete un po' di tempo, 'Maestà', andrò in giro per i castelli e i villaggi di questo regno a diffondere la parola della vostra regalità. Naturalmente, mi auguro che vi ricordiate di chi vi è stato fedele quando distribuirete le terre...
str_npc5_kingsupport_3|Ad ogni modo, in questi tempi oscuri gli uomini benestanti non si interessano a noi, facendoci pagare tasse esorbitanti. È un grande peso per la mia gente. Se potessi prendermi un paio di settimane per dire agli uomini della steppa che intendete ripristinare gli antichi diritti, penso che avreste molti uomini a supportarvi come Khan, e il primo passo per diventare Khan è essere chiamato con quel nome.
str_npc6_kingsupport_3|Molto bene. Anche se sono un estraneo alla mia famiglia, ho fatto entrare molti nobili nella sala del trono, e voi sareste il benvenuto. Andrò in giro per queste terre a dire ai nobili che quando voi sarete {re/Regina}, cercherete di aiutare i deboli e di eliminare gli oppressori, e che forse un giorno toglierete il peccato dal mondo.
str_npc7_kingsupport_3|Datemi un paio di settimane e andrò nei villaggi. Dirò alla gente che unificherete questa terra e la monderete dai banditi. Metterete in mostra il patibolo per le strade lasciando alla berlina i cadaveri dei criminali, facendo capire che la pena per chi infrangerà le regole sarà la morte.
str_npc8_kingsupport_3|Bene! Datemi un paio di settimane e io andrò in giro per questa terra, facendo sapere in giro che voi sarete un {re/sovrano} che rispetterà gli antichi diritti. E con voi Calradia starà meglio.
str_npc9_kingsupport_3|Perfettamente ragionevole, {signore/signora}... E saremo liberi dai decreti e dalle petizioni che fanno solo perdere tempo. Lasciatemi libero e io spargerò la voce tra i nobili che voi siete qui a ripristinare i vecchi metodi, e allora avranno molti motivi per accompagnarvi in battaglia.
str_npc10_kingsupport_3|Bene, {fratello/sorella}, lasciatemi un paio di settimane e andrò in giro per questa terra, facendo sapere che le persone comuni verranno trattate equamente rispetto ai nobili. Le persone parleranno di voi come di {un Re/una Regina}, e questo è un buon inizio se volete diventarlo...
str_npc11_kingsupport_3|Non ricordo ora, ma se mi lasciate tornare a casa conosco qualcuno che ricorda tutto. Potrei metterlo intorno al segno da Re sulla vostra mano! Ce ne sono molti da dove provengo, che bramano un giusto sovrano, e le mani di un uomo svelano sempre le sue doti. Datemi qualche settimana e farò in modo che molti vi attendano come loro {prossimo Re/prossima Regina}.
str_npc12_kingsupport_3|Ma sapete una cosa? Non esisteva una 'Legge imperiale' che determinava come ottenere la corona. Talvolta un Imperatore ha ceduto il regno al proprio figlio. In altre occasioni lo ha suddiviso fra i propri generali. Altre volte ancora l'Imperatore ha assassinato il predecessore. Non esiste una maniera 'Calradica' ufficiale per incoronare un {Re/Re o una Regina}, ha quindi senso che la corona vada a chi è più adatto a portarla... Il quale potreste essere voi, naturalmente. Datemi un paio di settimane, e scriverò un trattato che lo attesterà, trovando un copista che ne farà giungere un plico in ogni taverna delle contee. Che ne pensate di questa idea, comandante?
str_npc13_kingsupport_3|Allora lasciatemi lavorare per qualche settimana, nobile signore, e tirerò fuori un racconto capace di smuovere il più insensibile dei cuori, d'ispirare ammirazione per le vostre virtù, compassione per le fatiche che avete dovuto sopportare, e indignazione contro chi intralcia le vostre vie. Posso presumere, naturalmente, di potermi concedere qualche licenza poetica in merito ai dettagli...?
str_npc14_kingsupport_3|Datemi qualche settimana, {signore/signora}, e farò in modo che tutti gli uomini valorosi e degni sappiano che voi siete la sola persona in grado di unire non solo Calradia, ma tutti i dominii di queste terre. Per come la penso, nessuno dovrebbe essere {Re/Re o Regina} qui, fino a quando non mostri d'avere la capacità di governare il regno nella sua interezza... E soltanto voi avete dimostrato tale capacità, {signore/signora}.
str_npc15_kingsupport_3|Sono felice che lo pensiate. Ecco cosa suggerisco. Conosco uomini, nelle gilde qui, uomini come me s'intende... Che sono stati scossi e spremuti fino all'esasperazione. Ecco ciò che dirò loro... Dirò che voi siete una persona onesta, che rispettate i borghesi, che pagherete i vostri debiti di tasca vostra e non mendicherete presso i sudditi per sanare le vostre casse.
str_npc16_kingsupport_3|Datemi qualche settimana, e farò un piccolo giro dei miei ex datori di lavoro nei castelli. Canterò loro una simpatica canzoncina circa quello che farete quando diverrete {Re/Regina}, circa le antiche libertà che restaurerete... Lasciamo che continuino a derubare i loro tenutari e che tassino i mercanti e combattano le loro guerre spendendo e spandendo stupidamente senza pensare al domani, come si confà ad un nobile! Che ne pensate, comandante?
str_npc1_kingsupport_objection|Comandante... Avete dato permesso ad Alayen perché dicesse ai nobili che hanno diritti sui pascoli, i mercati e le foreste? Non posso dire di esserne contento. Dategli quartiere e costruirà patiboli in ogni villaggio del paese, da dove penzoleranno i poveracci come me che avranno osato prendere un arco in mano e si saranno diretti verso una foresta per portare a tavola un pezzo di carne da mangiare.
str_npc2_kingsupport_objection|Uhm, comandante... Matheld si è affrettata a dire ai lords di queste terre che permetterai loro di derimere le dispute con la forza e la violenza. Voi sapete che essi raramente si combattono fra loro, vero? Per la maggior parte del tempo, sono i mercanti e i viaggiatori sulle strade che collegano i loro castelli, a subire le conseguenze delle loro dispute insensate e meschine. Ogni scusa per spremer denaro ad una carovana è buono. Spero vivamente che lei abbia male interpretato i vostri intendimenti, sire.
str_npc3_kingsupport_objection|Comandante... Deshavi ha approntato una sorta di spedizione su cui dichiara di avere la vostra approvazione. Dice che viaggerà tra i villaggi del territorio, dichiarando che una volta che sarete {Re/Regina}, impiccherete ogni ladro e bandito. {Sire/Signora}, Sono la figlia di un mercante, e conosco bene la piaga del banditismo. So anche che Deshavi ha sofferto grandi ingiustizie. Ma sono certa che non intendete impiccare persone indiscriminatamente. Ci dovrà essere luogo alla pietà nel vostro regno.
str_npc4_kingsupport_objection|Comandante. Artimenner ha approntato un viaggio, dichiarando ai borghesi che reclamate il trono poiché sapete bilanciare i vostri conti. Ciò non ha senso. I nobili e i Re combattono e dominano. Se dovessero contrattare sui salari e controllare ogni singolo vagabondo che facesse uno straccio di lavoro sulle loro proprietà, non ci sarebbe altro che disordine e caos.
str_npc5_kingsupport_objection|{playername}, sono Bahadur... Ho sentito quello che avete detto a Ymira. Ma mi chiedo... Se i lord che vivono della coltivazione sulle loro terre, e i mercanti che guadagnano dal commercio hanno la concessione di determinare in proprio da quali tasse saranno gravati, allora chi sarà realmente tassato? Coloro che vivono con le greggi nei pascoli, naturalmente, il mio popolo, il popolo delle steppe. Non voglio avere niente a che fare con questi conciliaboli e complotti, Bahadur, tutti gli uomini liberi dovrebbero essere uniti sotto al Khan, e non ho altro da aggiungere.
str_npc6_kingsupport_objection|Ho appreso che avete inviato Rolf perché crei una rivendicazione di discendenza reale. Devo dirlo, {sire/signora}... Non penso che i cieli sorrideranno a questo tentativo di prendere il trono con la frode.
str_npc7_kingsupport_objection|Ho sentito ciò che avete detto a Bunduk circa il consentire ad ogni comune criminale il diritto di appellarsi al {Re/governante}. Io non approvo. I banditi andrebbero impiccati appena catturati. Se si concede a questa feccia una'opportunità o la possibilità di appellarsi, ben presto ci metterebbero i piedi in testa. Bunduk è un brav'uomo, ma nessun uomo può capacitarsi appieno di ciò che questi lupi travestiti da esseri umani possano fare alle donne.
